mean,variance,std_dev,skewness,kurtosis,entropy,zero_crossings,band_0_power,band_0_relative_power,band_1_power,band_1_relative_power,band_2_power,band_2_relative_power,band_3_power,band_3_relative_power,band_4_power,band_4_relative_power,wavelet_0_mean,wavelet_0_variance,wavelet_1_mean,wavelet_1_variance,wavelet_2_mean,wavelet_2_variance,wavelet_3_mean,wavelet_3_variance,wavelet_4_mean,wavelet_4_variance
-4.2498937,474.70236,21.787664,0.06500804843323224,0.44866654090320734,4105465.8,73501,43.86132,0.029849552,8.652937,0.005888703,3.5607371,0.0024232378,333.46643,0.22693852,134.31213,0.091405295,-17.045197,2300.2937,-0.008875391,708.29944,0.0013242171,352.0426,1.5971075,295.9209,-2.4421513,330.69424
-7.9769287,1436.3109,37.898693,-0.31667120623938544,0.7413368921994707,9492126.0,71557,65.22114,0.01334571,5.035759,0.0010304294,3.7722018,0.00077187724,2121.5906,0.4341251,301.6675,0.061727952,-31.892368,4557.7153,-0.009014792,5439.8364,0.0007561271,1180.4255,6.1511393,1121.3749,-0.100042626,747.7329
-7.8990636,1441.1364,37.962303,-0.3220644980741384,0.754798582041222,9413905.0,71558,65.436264,0.013339444,5.033333,0.001026065,3.800788,0.0007748058,2131.0652,0.43442616,305.8361,0.062345907,-31.542763,4595.133,-0.008231734,5461.252,-0.0028892062,1189.5548,6.16323,1113.3824,-0.150208,752.4068
-7.707701,1447.6392,38.047855,-0.3228049777132108,0.755898732388605,9205958.0,71620,65.0001,0.013145504,5.139725,0.0010394488,3.7288156,0.000754109,2163.905,0.43762428,295.86032,0.05983426,-30.819859,4524.223,-0.0057621626,5597.2505,-0.0035865929,1202.1813,5.7580175,1113.7269,-0.049436495,755.4952
-7.8451858,1439.7777,37.944405,-0.33602966781876364,0.7331931367086337,9388054.0,71288,65.84754,0.013353743,5.144027,0.0010431979,3.8720217,0.0007852379,2171.3872,0.44035277,287.83585,0.058372505,-31.43209,4459.3916,-0.0018179421,5601.5425,-0.00733791,1195.7539,5.66496,1114.6655,0.064386114,749.756
-8.201542,1435.5155,37.8882,-0.3191353791022736,0.7846724356629302,9764877.0,71088,65.999,0.013491917,5.215795,0.0010662446,3.8805845,0.0007932927,2123.2532,0.43404832,290.2721,0.059339188,-32.772892,4537.256,-0.0113214385,5424.4185,-0.008087365,1187.8954,5.963927,1117.8756,0.118421406,752.25934
-8.231749,1430.0735,37.81631,-0.30803151578453786,0.7609597219454081,9787677.0,70392,64.81468,0.013396718,5.2219095,0.0010793303,3.8003118,0.0007854965,2098.7004,0.43378595,288.0823,0.059544493,-32.886707,4688.5063,0.0033624626,5333.9746,-0.005126206,1186.1748,5.860331,1091.9401,0.1654245,747.6088
-8.196016,1455.5712,38.151947,-0.28627636686009705,0.705403599331293,9752151.0,70514,66.216484,0.013563766,5.2214723,0.001069565,3.8620334,0.0007910978,2105.0525,0.43119836,293.8509,0.060192335,-32.752537,4884.452,-0.006989505,5331.929,-0.005955824,1205.953,5.9544525,1102.9825,0.13716112,763.024
-8.206429,1459.478,38.203114,-0.27026904658863954,0.6606609759044684,9755185.0,70492,64.635185,0.013216115,5.263686,0.0010762789,3.761557,0.00076913484,2087.7446,0.42688626,292.6615,0.059841216,-32.750248,4980.069,-0.006222604,5272.9404,-0.008927621,1193.2898,6.244668,1107.2473,0.011290977,767.485
-8.235163,1465.9862,38.2882,-0.27764045850133656,0.6583788976801666,9812495.0,69991,64.97118,0.013233022,5.2660365,0.0010725613,3.7707832,0.00076801516,2107.087,0.42916143,296.8446,0.060459897,-32.92054,4956.6255,-0.01261591,5288.6367,-0.013386171,1209.7374,6.059742,1135.708,-0.02147846,762.211
-8.80857,1490.5057,38.607067,-0.31343131314025646,0.7406353508009875,10541740.0,70331,66.543846,0.013366729,5.3128633,0.0010672002,3.777822,0.0007588549,2091.6948,0.42016083,302.23416,0.06071008,-35.175667,5148.445,0.0003825959,5233.957,-0.01759013,1204.0851,5.863833,1183.2151,-0.022345698,773.85095
-8.718864,1499.5159,38.723583,-0.33535906815182787,0.7728225489708507,10471781.0,70683,65.539955,0.013029056,5.381735,0.0010698653,3.7718513,0.0007498275,2107.6821,0.41899797,307.87866,0.06120493,-34.829876,5101.0444,-0.006440567,5247.6963,-0.018175585,1212.7627,6.0478888,1206.8109,-0.08951802,780.4
-9.645233,2171.2815,46.59701,-1.6116843298258154,22.8481476157282,11203830.0,60805,163.16359,0.024609143,16.284546,0.002456116,92.47684,0.013947816,1754.7385,0.26465836,474.23935,0.07152713,-38.53305,10235.467,-0.0019461045,3135.3423,0.0055229166,2119.9998,-0.5608863,1261.7241,5.388564,1481.0175
-9.67566,2164.547,46.524693,-1.5631902655167211,22.380195040809458,11201877.0,60459,170.70341,0.025930626,16.292532,0.0024749099,91.683556,0.01392715,1739.4385,0.26422864,471.15698,0.07157089,-38.685337,10187.105,-0.0136174215,3157.2065,0.009026456,2125.7852,-0.37024736,1254.52,5.227928,1474.3102
-9.055299,2149.8372,46.366337,-1.577469562825856,22.56437685301626,10472717.0,60354,178.9739,0.027008664,16.363247,0.002469351,92.39891,0.01394377,1769.6893,0.26706097,475.59872,0.07177184,-36.241985,10045.771,0.009692942,3182.684,-0.016102526,2137.383,0.13519135,1240.295,5.222128,1463.6069
-8.03472,2114.6501,45.985325,-1.664054436496037,23.684888682505992,9287473.0,61462,181.94394,0.027866675,16.355341,0.0025049967,91.15455,0.013961301,1751.384,0.26824334,467.02945,0.07153059,-32.1313,9532.804,0.0069586034,3230.7139,-0.023787793,2136.437,0.027196987,1240.9924,5.321563,1450.0881
-8.609901,2099.1218,45.816174,-1.6726645438964383,24.076928745868404,9922568.0,61696,183.15433,0.027669646,16.32499,0.0024662626,92.74103,0.014010651,1764.9156,0.26663083,476.60342,0.07200184,-34.411022,9456.154,0.00081069366,3192.0725,-0.017596949,2103.0098,0.04939368,1233.1929,5.2986927,1447.7462
-8.1355095,2081.8962,45.6278,-1.7323296712764495,24.914012543059535,9365506.0,61961,188.41943,0.029093688,16.40719,0.0025334207,92.074104,0.014217086,1710.2754,0.2640822,465.9433,0.07194592,-32.491158,9361.3,-0.0065469197,3134.6282,-0.006230086,2089.532,-0.33548155,1216.586,5.3919215,1442.6713
-0.47608414,7667.1533,87.56228,-0.2712830999250079,2.5695471821316005,1205773.1,58457,1017.8322,0.045960266,22.59912,0.0010204645,63.205593,0.0028540518,6595.307,0.29781145,1359.5901,0.061392363,-1.893891,48739.52,-0.037111085,12355.766,-0.042921096,6261.6216,-0.92225057,5454.5913,0.05487685,3400.558
-2.5796902,86580.54,294.2457,100.93964421836871,11950.397801066572,2054866.0,58826,5987.2085,0.015703607,466.12677,0.0012225851,654.95374,0.0017178517,78341.734,0.20547937,37493.36,0.09833982,-10.630737,119104.03,0.3136633,106297.51,0.27793,73359.984,2.4728858,92525.49,0.051458456,80455.89
3.7821524,143821.88,379.23856,21.587615338402983,1748.996987328809,-7557568.5,58003,4962.836,0.008785303,272.9574,0.00048319413,1774.2622,0.0031408311,116909.016,0.20695446,57352.855,0.101527065,14.657221,167927.83,-0.11305001,188927.1,0.16488104,114486.555,5.5110545,157198.0,-2.797004,135879.11
64.43414,2025183.6,1423.0895,22.281965564770836,538.5691619508124,-189179680.0,60538,16974.617,0.0021882453,940.0637,0.00012118624,5292.5576,0.00068227836,1623215.2,0.2092532,811085.3,0.10455927,258.32373,1668703.4,1.3326455,2706497.2,0.3228912,1622533.6,143.99072,2234234.2,-91.94299,1962810.6
-1.7521511,18029.578,134.27426,6.4163218090077665,255.75541513377402,2378740.5,62667,1031.7561,0.016639708,69.59003,0.0011223173,60.58887,0.0009771506,14122.621,0.2277634,5330.136,0.08596209,-6.99209,55288.043,-0.045857735,22881.004,0.0023053342,13461.107,-2.3363533,18246.678,1.7214943,13790.294
0.89673835,28026.338,167.41069,5.281716428596838,197.36312106760988,-2560764.5,60521,1183.4243,0.011556266,85.37296,0.0008336762,82.18881,0.0008025826,22704.85,0.2217153,9405.891,0.091849536,3.4178932,59197.094,0.04347164,37501.223,0.04859924,21700.346,2.2257452,29181.1,-1.1644056,23945.836
-1.4826919,28586.688,169.07599,5.1103011028454794,190.0695069618599,1128952.5,59886,1140.061,0.011109816,86.22685,0.00084027473,80.590416,0.00078534806,22922.584,0.223379,9368.52,0.09129558,-6.0123005,62363.973,0.039743617,38418.316,0.040415883,21927.297,-0.3520314,29514.975,0.23635174,24329.049
-9.732996,2165.4524,46.53442,-1.8656307211832435,6.649080816069249,13914839.0,83585,172.74947,0.030538466,9.361483,0.0016549128,5.4307356,0.0009600396,2249.8872,0.39773265,111.81271,0.019766131,-39.061214,13606.699,0.0018945038,5862.2256,0.004222228,1274.3965,-8.209131,1558.8146,0.08395345,771.2397
-33.857204,3346.7253,57.850887,-6.515682305243937,154.98543814165365,40182572.0,44405,95.667145,0.008034029,20.68103,0.0017367718,22.168823,0.0018617151,2082.9348,0.17492273,1346.1456,0.113047935,-135.34239,7106.5327,0.034505557,2925.4526,0.021179002,2780.7637,23.650007,3233.4792,-3.69408,2835.2688
-33.561966,3336.9443,57.76629,-6.5453253635484145,156.03186268746924,39791536.0,45417,91.061195,0.0076689417,20.493204,0.0017258854,21.049444,0.0017727306,2067.5183,0.17412113,1325.5082,0.111630924,-134.20572,7252.4927,0.033438835,2815.8113,0.021457145,2751.4514,22.836561,3267.0745,-2.9628186,2824.0398
-24.629366,2962.9956,54.433407,-8.38726779774853,135.90802054668202,26935592.0,37589,69.00438,0.006141684,33.8824,0.0030156781,27.0628,0.0024087045,2413.0476,0.21477152,1298.6455,0.115584984,-98.52161,3164.927,-0.0024352733,3227.29,0.0033301758,2434.9885,8.489734,3240.282,0.69307154,2860.855
-24.619108,2963.1929,54.43522,-8.38854354749219,135.89373936374798,26942734.0,37884,68.02887,0.006060295,33.92489,0.0030221704,27.103222,0.0024144677,2413.0596,0.21496539,1296.7728,0.11552192,-98.48069,3166.371,-0.0029088303,3228.2683,0.0033014896,2435.8467,8.566116,3243.3855,0.68714046,2858.5417
-24.700436,2967.4111,54.47395,-8.368169972743402,135.44965536751616,27070184.0,38231,70.25516,0.006245524,33.924183,0.003015783,27.077518,0.00240713,2418.7559,0.21502191,1300.7472,0.11563347,-98.7906,3185.194,-0.0017242096,3228.6536,0.003488171,2436.3186,8.726769,3250.7534,0.64925325,2859.6882
-8.333318,1153.5719,33.964275,-0.6348103714581463,5.527257197589664,9547461.0,49973,133.15724,0.03791177,5.4006934,0.0015376545,14.847471,0.004227287,1753.0712,0.4991244,157.02582,0.044707496,-33.330563,5578.208,0.031442765,3514.7073,-0.003825853,1523.1028,9.281356,627.90466,-5.2150702,404.96005
-8.764483,1145.3434,33.842922,-0.6482157599685079,5.797491325674569,10007226.0,49493,132.33862,0.038392875,5.5794306,0.0016186535,14.157158,0.0041071456,1699.7772,0.49312386,156.85855,0.045506373,-35.07274,5633.9116,0.026572807,3414.6892,-0.007807289,1502.7986,8.806352,623.1102,-5.1010637,407.19327
-9.042068,1131.9658,33.6447,-0.6667425882267249,6.166439300454009,10273128.0,49430,130.73004,0.038446248,5.4272356,0.0015960896,13.8955555,0.004086528,1670.3656,0.4912359,154.49103,0.04543409,-36.138428,5647.606,0.028832082,3309.2102,-0.007095769,1470.9971,8.354641,621.0179,-4.9359174,406.52814
-9.37737,1124.7894,33.53788,-0.6834343487398696,6.488106592138681,10601780.0,49815,130.46265,0.0385711,5.777112,0.0017079951,14.420893,0.004263517,1640.2911,0.4849498,157.371,0.046526518,-37.538967,5569.5684,0.018643871,3238.7285,-0.005950552,1464.8303,8.014037,628.0721,-4.8952355,412.44666
-9.7896595,1139.4672,33.755993,-0.6259636116303491,6.058115454259257,11054060.0,49080,127.51513,0.037521772,5.924613,0.0017433381,13.632397,0.0040113805,1652.8507,0.4863571,159.07178,0.046807427,-39.14591,5734.213,0.016092654,3213.7566,-0.0069025257,1497.9357,8.053159,628.2096,-5.047444,413.44785
-8.587605,1194.3638,34.55957,-0.5677863246333503,5.528129650087008,9740193.0,48348,128.0999,0.03759185,5.9342136,0.0017414383,14.323542,0.004203348,1650.0046,0.4842059,164.77663,0.0483549,-34.3639,6551.301,0.018138373,3281.7485,-0.009181339,1492.3607,8.024088,625.18365,-5.030664,416.3779
-8.379643,1200.8302,34.652996,-0.5646230539045579,5.379995310591285,9529672.0,48598,129.78854,0.037768114,6.0233793,0.0017527872,14.263687,0.0041506942,1656.8304,0.48213318,170.7999,0.04970231,-33.58196,6570.347,0.015468242,3254.598,-0.0062729404,1505.9836,8.075791,641.41113,-4.9965253,419.758
-7.006748,1202.4186,34.675907,-0.6081341147871558,5.460219726551157,8066379.5,49327,130.3832,0.038072985,6.034963,0.0017622598,14.453771,0.004220622,1657.3228,0.48395213,172.22612,0.050291467,-28.095707,6624.3306,0.003705922,3287.4531,0.00081618776,1485.7283,8.545163,640.7441,-4.9843345,414.02423
-16.114655,8477.206,92.07175,-2.6755638085165785,52.41477580285424,21048178.0,64923,700.477,0.021273367,392.37918,0.011916489,1158.6425,0.035187777,5904.5938,0.17932151,3252.8228,0.09878768,-64.46668,10562.928,0.06700085,10347.373,0.010443323,4028.2297,5.6509337,9893.374,-2.5289116,8362.606
-15.291869,7941.6826,89.11612,-2.1244920698192598,54.120037452053,19183900.0,65166,679.83997,0.022019833,378.59225,0.012262501,1124.1589,0.036411203,5615.3213,0.18187873,2877.6934,0.09320771,-61.198574,10020.393,0.07687638,9616.466,0.013133744,3866.256,7.654347,9180.019,-1.6600384,7838.6245
-15.69489,7633.833,87.37181,-1.862957881231218,54.066401591049754,19275302.0,64151,668.55383,0.022545315,373.60147,0.01259878,1108.8799,0.037394214,5443.814,0.18357909,2736.369,0.09227724,-62.6646,9810.132,-0.02215381,9171.627,0.0152507955,3817.8164,8.726492,8849.313,-1.2885156,7477.9746
-15.795726,6873.2373,82.90499,-1.4729719947152045,42.750372377274346,19085626.0,62324,669.8175,0.025083214,373.7485,0.013996072,1111.4749,0.041622326,4944.464,0.18515946,2456.8381,0.09200326,-63.180233,9223.44,0.07448712,8282.937,0.02531195,3580.4202,8.144092,7966.4604,-2.5869966,6638.443
-15.36211,6668.668,81.66191,-1.3249542037447992,43.70900110434824,18343332.0,61962,658.12805,0.025416587,368.32898,0.014224687,1095.2253,0.042297073,4850.0303,0.18730582,2403.4954,0.09282183,-61.509964,9011.455,0.07368163,8075.69,0.020937124,3544.0303,8.464191,7811.0063,-1.9330662,6370.1724
-16.880104,1979.7936,44.494873,0.08325043634029465,1.532163687061261,19850322.0,74639,150.33446,0.024399705,3.406496,0.0005528839,4.402919,0.0007146061,1715.8276,0.27848366,264.75385,0.042970292,-67.48901,8909.557,-0.021578163,3438.425,-0.0041919244,1674.6605,-26.61671,1301.2288,0.88121706,992.08984
-21.802288,2433.4333,49.32984,-0.023190634186864793,1.1886934163942726,26608460.0,67603,159.91678,0.023293726,4.5298405,0.0006598236,4.630397,0.0006744708,1821.9318,0.26538542,293.08963,0.04269189,-87.18393,13871.18,-0.012943778,3325.0017,-0.0014050293,1836.3701,-26.642416,1465.8921,-0.061950885,1169.6683
-21.90553,2512.1533,50.121387,0.007609011732749406,1.0505354320420928,26840538.0,67275,177.95468,0.024908759,4.7393403,0.0006633772,4.7353234,0.000662815,1925.3021,0.26948932,304.7642,0.0426586,-87.60367,14235.787,-0.0056270477,3584.6665,-0.0022778374,1923.3557,-26.706078,1497.3243,-0.40459278,1209.6326
-20.921364,2524.2087,50.241505,-0.018624719877962714,1.0366971954661492,25681126.0,68216,192.63998,0.02681587,4.8688,0.0006777467,4.856309,0.00067600794,1961.5074,0.27304578,308.94186,0.043005325,-83.68646,14335.993,0.008335262,3695.691,-0.0040812674,1957.9816,-27.537935,1444.3989,0.12175915,1202.6871
-7.0794387,31269.625,176.8322,0.3206514268047813,25.78482706876639,6865276.0,69970,5275.9263,0.042386845,3445.741,0.027683116,5041.4434,0.040503006,18821.0,0.1512081,12777.648,0.10265575,-28.191103,43771.99,-0.016720193,28234.95,-0.0011125748,27638.705,8.923363,33101.945,7.937477,29998.52
-7.985705,31187.705,176.60042,0.3030548557240149,25.804576741292102,7946352.5,69707,5268.9175,0.042431127,3432.5447,0.027642632,5029.732,0.040504944,18763.42,0.15110373,12755.021,0.10271748,-31.87594,43420.88,-0.0030619872,28101.611,-0.001977166,27566.658,8.8369255,33006.254,8.147878,29928.895
-7.939585,31194.918,176.62083,0.30966335576430565,25.827300662627497,7860040.5,70158,5275.8813,0.04245715,3432.6646,0.027624039,5033.74,0.040508542,18787.088,0.15118729,12756.155,0.102653936,-31.734083,43215.977,-0.0044765575,28153.91,-0.003192078,27589.646,8.752713,33023.94,8.122159,29948.67
-7.65156,31196.854,176.62631,0.3171355332424288,25.87008151300928,7477800.0,70555,5280.4966,0.042476885,3431.9731,0.027607162,5036.6196,0.04051511,18787.027,0.15112488,12769.183,0.102716684,-30.684612,43042.492,0.0027871584,28186.482,-0.0013094989,27585.238,8.926917,33047.15,7.9918494,29970.285
-44.020817,317104.72,563.12054,5.234294445417046,31.883214190434444,10932753.0,28571,1056.1475,0.013281676,224.70462,0.0028257929,144.56021,0.0018179298,17823.963,0.22414683,8144.7656,0.102425225,-176.44397,4776797.5,0.119887725,33961.594,-0.008073591,17623.197,11.056748,21202.273,0.9648936,17546.945
-27.09355,314305.28,560.62933,5.216775192679464,31.870743928866226,-16118618.0,32360,1015.1878,0.012956692,225.02225,0.0028719257,142.56462,0.0018195312,17555.73,0.22406119,7969.094,0.101708375,-108.49561,4736151.0,0.081625,33172.645,-0.0047532874,17372.76,8.733701,20927.44,2.9133482,17308.686
-25.54086,314171.1,560.50964,5.211891013415374,31.842724929290156,-18386704.0,32886,1042.0948,0.013309092,223.65344,0.0028563852,143.14691,0.0018281977,17505.713,0.22357383,7939.9204,0.101404525,-102.173355,4734508.0,0.06908376,33085.19,-0.003287879,17346.498,9.012563,20880.807,3.13447,17277.244
-14.35165,4338.0117,65.86359,1.5753911435096157,10.908368172302353,12683262.0,45321,212.8259,0.057800055,79.90671,0.021701364,37.114597,0.010079721,758.81445,0.20608167,189.97661,0.05159456,-57.39686,55878.75,-0.014977257,1672.8046,-0.007775129,651.16144,-10.056026,726.1812,5.703107,869.6318
-12.888621,1556.7599,39.455795,-0.06856811815254103,-0.30976794976837096,15431399.0,56313,1123.935,0.19945146,669.5465,0.118816495,165.20485,0.02931695,1155.2456,0.20500776,222.58966,0.039500352,-51.577686,10313.0,-0.026337465,2596.6682,-0.037105188,1299.4532,5.8930078,891.2659,-2.7693524,703.67883
-14.271921,2568.7336,50.682674,-0.26484540052985384,1.6794675939533397,18114916.0,57040,715.2755,0.124292694,252.54851,0.043885097,107.920685,0.018753268,1111.7104,0.19318078,643.16864,0.111762755,-57.016083,23397.777,0.04899129,1920.709,0.022476632,1491.7687,4.5290227,937.04987,-0.27665794,1120.574
1.7307125,9268.549,96.2733,1.0664652018513954,1.8202637840463467,-7137388.0,40368,538.47284,0.097529426,169.19202,0.030644445,71.65733,0.01297874,1020.7134,0.18487394,713.02045,0.1291439,6.8516736,130250.33,0.08704412,2068.4392,-0.0306753,1188.4136,3.8414268,1208.0231,0.16766888,1082.7102
-11.599389,2254.2334,47.478767,-1.158042007679524,8.333010906787752,14520938.0,59946,197.10243,0.034293804,19.24004,0.0033475698,35.27932,0.00613824,1523.5823,0.2650877,409.3506,0.071222804,-46.43179,15392.562,0.0060069435,2454.186,-0.020023186,1772.5436,1.8837619,1492.1835,-0.8589689,1086.6108
-9.416665,1936.855,44.009716,-0.21305648377348577,8.76074615927519,10960832.0,60576,210.93271,0.038465098,17.614784,0.0032121825,34.262962,0.0062480974,1530.2861,0.2790587,389.8291,0.07108814,-37.58726,11998.959,-0.004249474,2673.4326,-0.012078949,1650.2277,2.583042,1237.7434,-0.6906533,1005.48975
-11.137873,2055.295,45.33536,-0.38480250267812754,8.54656651775637,13195756.0,59572,208.20276,0.035903957,17.574093,0.003030601,34.016193,0.0058659934,1588.8799,0.2739977,399.46527,0.06888662,-44.524734,12531.543,0.012184284,2731.123,-0.011877639,1707.1794,0.4411552,1421.4973,-0.42870265,1064.2074
-10.927858,2176.6343,46.654415,-0.27592354059543034,7.893626730636644,12873007.0,60349,208.46916,0.033554558,17.396343,0.002800062,33.54901,0.005399946,1696.199,0.273015,419.03723,0.06744695,-43.69045,12843.019,-0.005586552,2813.4648,-0.0076806666,1796.7637,0.6820759,1593.673,-0.45467362,1149.2703
-9.516062,2222.0002,47.138096,-0.26920290468902147,7.629521102570601,11222961.0,61125,209.92801,0.033137936,17.435993,0.002752338,33.402565,0.0052727223,1746.5488,0.2756994,417.7265,0.065939724,-38.080616,13119.348,-0.010001139,2824.8655,-0.007058815,1847.6376,1.2954252,1626.4456,-0.35286778,1173.8381
-11.741135,2413.4502,49.126877,-0.42561240402960837,7.343306124217317,14077227.0,60398,216.30492,0.031337716,17.596863,0.0025493894,33.254547,0.0048178355,1855.392,0.26880455,431.62436,0.062532656,-46.9131,14017.909,-0.013563082,2917.29,-0.009730893,1954.684,-0.40842417,1864.459,-0.55572623,1288.2697
-11.277274,2444.4753,49.441635,-0.43596957176206763,7.158495426552873,13600737.0,60628,216.95578,0.030934658,17.49571,0.0024946274,33.424107,0.004765779,1881.0798,0.26821393,445.36188,0.06350196,-45.050102,14223.364,-0.016385477,2950.9956,-0.0072203106,1983.3003,-0.63798153,1886.7605,-0.4156215,1302.5486
-9.180686,2768.776,52.61916,-0.12586984520515776,6.4088588811041145,10868185.0,60192,222.23947,0.02825691,17.56599,0.0022334494,33.305744,0.0042347,2218.3643,0.28205666,497.44302,0.063248,-36.822586,16062.478,-0.015305539,3815.204,-0.0017707659,2188.9958,1.4179347,2128.1655,-0.95957786,1441.0969
-9.870492,2950.7495,54.3208,-0.36631054633691046,6.879915000120878,11942402.0,60579,223.1046,0.02616274,18.118092,0.0021246488,33.482258,0.003926354,2342.7295,0.27472416,562.9038,0.06600987,-39.46924,16276.572,-0.023610367,3943.7693,-0.0038459464,2329.1567,-0.28104052,2324.0745,-0.35773498,1628.2003
-7.926186,2887.9348,53.73951,-0.2688230561216403,6.824308213640025,9409354.0,61879,220.14818,0.026039636,18.928223,0.0022388739,34.054523,0.004028048,2429.776,0.2873995,566.475,0.067003965,-31.786467,15484.67,-0.022448163,4177.4043,0.0062844534,2362.9846,2.079326,2230.5596,-0.40103617,1611.068
-6.9758954,2898.3787,53.836594,-0.28889426187345485,6.761653577210433,8320940.0,61810,224.84302,0.026503418,19.1074,0.0022522889,34.348343,0.0040488183,2450.8267,0.2888917,556.7393,0.065625764,-27.94146,15655.434,0.01895422,4137.426,0.003246486,2389.008,3.204409,2231.6294,-0.31504923,1603.4896
-6.541961,2854.618,53.428623,-0.2971435259817648,7.028393392693905,7747870.5,62102,226.82195,0.02685171,19.257408,0.0022797368,34.83997,0.0041244365,2439.6511,0.28881156,549.7258,0.06507782,-26.29427,15173.318,0.041945443,4111.0854,0.000856786,2374.8254,2.9690557,2225.4329,-0.2721727,1591.0048
-5.4938526,2581.555,50.809006,-0.4809254097652344,7.880157040977302,6455653.5,63499,225.85324,0.028326035,18.376041,0.0023046841,33.713024,0.004228216,2267.859,0.28443006,515.74243,0.064683326,-21.855516,12531.287,0.028385887,3843.5696,-0.01177029,2251.0989,2.251942,2060.284,-0.15392153,1524.796
-8.459599,2490.0173,49.900074,-0.9393443638472667,8.03559609816769,10440617.0,63180,218.44106,0.028043604,18.761192,0.002408574,34.06825,0.004373704,2142.532,0.27505964,492.06406,0.063171506,-33.767498,11638.192,0.032394066,3248.5955,-0.00589601,2184.0132,-0.2777889,2123.129,0.25265235,1512.1691
0.67275435,5333.4175,73.03025,-1.0297387809785916,52.25313996370169,-1850355.4,52147,1627.2878,0.09340904,1044.5631,0.05995967,277.0252,0.015901709,3537.863,0.20307925,968.4786,0.055592287,2.655088,27480.922,-0.26388198,7493.7754,0.058602557,3403.827,5.383918,4256.1694,-1.9555329,3299.2214
